Date,Expense Category,Amount
2020-09-27,Office Supplies,1343.91
2022-08-18,Office Supplies,1478.86
2020-03-17,Fuel,1049.96
2021-05-17,Office Supplies,692.20
2020-10-09,Salaries & Benefits,426.70
2020-09-22,Fuel,188.88
2020-07-02,Fuel,893.27
2019-08-20,Fuel,1273.10
2020-12-30,Rent,1693.95
2020-05-09,Office Supplies,509.59
2020-03-15,Rent,1989.76
2019-09-18,Vehicle Lease,520.46
2022-03-31,Office Supplies,1342.90
2021-07-13,Salaries & Benefits,192.50
2019-01-28,Utilities,805.10
2022-04-19,Fuel,1709.92
2022-04-14,Office Supplies,1446.71
2019-07-06,Salaries & Benefits,1453.31
2019-05-24,Office Supplies,736.34
2022-11-26,Fuel,1896.50
2022-12-10,Meals & Entertainment,665.33
2022-03-04,Fuel,1661.00
2019-02-13,Office Supplies,517.19
2021-02-28,Utilities,1981.34
2019-07-21,Office Supplies,627.50
2019-09-14,Meals & Entertainment,1571.61
2020-03-16,Rent,1598.68
2022-12-22,Fuel,1378.71
2019-03-21,Rent,1256.82
2019-06-03,Office Supplies,1201.95
2019-03-27,Utilities,1130.44
2020-12-22,Rent,930.31
2020-06-07,Meals & Entertainment,300.47
2019-01-01,Office Supplies,1388.25
2022-09-21,Salaries & Benefits,163.12
2020-06-11,Utilities,1748.33
2020-10-17,Meals & Entertainment,1234.37
2020-03-15,Salaries & Benefits,106.35
2020-07-15,Office Supplies,1819.23
2021-08-19,Office Supplies,230.31
2020-02-16,Fuel,1993.39
2020-09-15,Salaries & Benefits,839.46
2020-07-06,Rent,1736.81
2021-08-01,Office Supplies,209.34
2021-08-05,Rent,859.22
2020-07-21,Office Supplies,1567.56
2019-05-03,Fuel,1032.96
2022-01-21,Fuel,659.08
2021-12-17,Utilities,1657.09
2020-04-13,Rent,1417.03
2022-12-27,Office Supplies,175.96
2021-10-19,Rent,1314.02
2020-11-11,Meals & Entertainment,862.68
2021-04-19,Utilities,1142.44
2020-09-12,Utilities,1222.90
2021-07-07,Utilities,1893.85
2020-12-12,Salaries & Benefits,344.01
2019-02-04,Meals & Entertainment,1048.86
2021-05-31,Salaries & Benefits,1499.97
2020-02-21,Vehicle Lease,448.02
2019-09-27,Salaries & Benefits,315.62
2021-06-26,Meals & Entertainment,1643.26
2021-07-31,Vehicle Lease,699.33
2020-04-24,Utilities,1299.79
2022-08-16,Meals & Entertainment,656.59
2021-08-08,Rent,134.72
2020-05-09,Office Supplies,973.93
2021-11-19,Office Supplies,1510.02
2021-03-23,Office Supplies,350.57
2022-05-16,Salaries & Benefits,245.55
2022-08-19,Vehicle Lease,1571.44
2019-09-30,Office Supplies,1308.79
2021-10-20,Office Supplies,1993.41
2021-02-11,Utilities,1533.29
2021-04-07,Office Supplies,301.39
2021-08-02,Salaries & Benefits,1192.12
2021-01-01,Fuel,1745.09
2019-07-26,Vehicle Lease,1609.49
2021-05-21,Rent,350.31
2020-01-26,Vehicle Lease,1763.64
2020-12-22,Vehicle Lease,624.73
2020-10-05,Salaries & Benefits,1181.11
2020-06-03,Utilities,390.71
2021-12-03,Fuel,1223.90
2022-10-20,Utilities,1439.48
2019-03-14,Salaries & Benefits,1436.00
2022-03-17,Meals & Entertainment,1445.65
2021-11-11,Meals & Entertainment,1873.36
2020-06-02,Utilities,606.20
2019-05-09,Office Supplies,941.06
2022-12-27,Fuel,1659.69
2020-12-29,Office Supplies,1633.84
2020-05-21,Office Supplies,1526.00
2022-08-18,Rent,1755.27
2020-02-03,Rent,984.18
2021-05-06,Salaries & Benefits,804.32
2022-01-29,Fuel,770.54
2020-12-22,Fuel,782.54
2020-07-08,Vehicle Lease,1426.20
2019-11-07,Vehicle Lease,1804.26
2019-04-12,Office Supplies,1952.97
2021-11-13,Vehicle Lease,264.43
2019-12-23,Utilities,546.55
2022-11-19,Meals & Entertainment,1748.98
2022-10-18,Office Supplies,1926.90
2019-04-23,Vehicle Lease,440.19
2021-12-11,Vehicle Lease,700.61
2020-03-26,Office Supplies,428.00
2021-07-16,Salaries & Benefits,783.08
2021-12-31,Utilities,1156.61
2021-11-19,Vehicle Lease,1343.18
2019-07-19,Rent,1131.94
2020-01-23,Vehicle Lease,1541.27
2019-05-23,Vehicle Lease,1559.71
2019-01-03,Utilities,940.87
2020-06-09,Rent,1526.13
2019-07-04,Vehicle Lease,1982.82
2020-08-15,Meals & Entertainment,1343.79
2022-01-02,Salaries & Benefits,947.08
2022-06-02,Office Supplies,1141.27
2020-06-13,Utilities,1711.54
2019-12-10,Salaries & Benefits,1691.86
2021-05-23,Meals & Entertainment,1491.73
2022-04-08,Office Supplies,166.86
2019-04-15,Salaries & Benefits,770.17
2022-11-26,Office Supplies,744.00
2021-10-30,Utilities,1494.25
2022-12-29,Fuel,618.71
2020-07-14,Utilities,416.35
2020-08-25,Salaries & Benefits,1580.10
2021-01-17,Meals & Entertainment,1557.56
2021-11-26,Rent,1378.15
2020-12-24,Utilities,287.02
2022-12-29,Rent,370.82
2020-12-15,Rent,1355.98
2020-01-11,Rent,368.60
2019-12-14,Utilities,1240.65
2022-08-13,Salaries & Benefits,1097.37
2020-02-25,Meals & Entertainment,349.32
2020-08-07,Vehicle Lease,1217.50
2021-03-06,Utilities,1695.03
2021-08-25,Office Supplies,114.97
2019-05-15,Fuel,915.07
2022-08-02,Fuel,1695.82
2019-05-15,Rent,279.47
2019-08-12,Meals & Entertainment,1851.67
2020-05-21,Meals & Entertainment,1227.62
2021-05-01,Utilities,641.71
2020-12-14,Salaries & Benefits,233.57
2022-05-12,Rent,1003.11
2022-05-20,Utilities,195.59
2021-10-10,Fuel,1935.07
2021-06-02,Utilities,439.58
2022-03-25,Fuel,1896.33
2019-07-14,Utilities,671.18
2021-07-26,Meals & Entertainment,1887.15
2019-11-07,Rent,1042.49
2019-05-11,Utilities,709.21
2022-03-24,Office Supplies,1257.32
2020-12-22,Meals & Entertainment,208.74
2022-07-21,Utilities,1430.84
2020-05-29,Meals & Entertainment,1918.92
2021-10-25,Fuel,1124.21
2021-12-01,Salaries & Benefits,1855.40
2021-11-01,Salaries & Benefits,1029.24
2022-09-06,Salaries & Benefits,1009.79
2019-07-08,Meals & Entertainment,545.99
2022-04-19,Utilities,1180.23
2021-06-07,Fuel,255.78
2021-12-25,Utilities,1244.63
2019-07-03,Utilities,617.27
2020-08-12,Meals & Entertainment,1882.07
2021-09-24,Fuel,1024.81
2019-09-27,Meals & Entertainment,1346.04
2020-02-26,Vehicle Lease,1523.22
2021-05-10,Fuel,927.83
2021-06-08,Meals & Entertainment,1582.49
2020-02-10,Salaries & Benefits,1409.73
2022-05-05,Utilities,1712.24
2020-07-18,Fuel,1294.89
2020-10-08,Vehicle Lease,1740.22
2019-12-26,Rent,922.77
2020-06-15,Fuel,1896.27
2021-04-19,Salaries & Benefits,889.76
2020-04-20,Utilities,1494.85
2020-12-06,Utilities,1142.81
2022-10-11,Salaries & Benefits,730.31
2019-07-05,Salaries & Benefits,215.33
2022-03-06,Salaries & Benefits,1409.75
2019-11-04,Rent,1293.93
2019-12-25,Utilities,666.47
2021-10-09,Salaries & Benefits,454.83
2020-12-13,Salaries & Benefits,1314.58
2021-04-27,Fuel,1973.41
2021-10-17,Rent,995.60
2020-01-05,Vehicle Lease,871.22
2020-01-08,Salaries & Benefits,795.55
2021-07-13,Rent,494.17
2022-02-20,Office Supplies,1958.73
2022-01-28,Rent,190.92
2021-02-16,Vehicle Lease,1520.69
2019-06-22,Utilities,1814.77
2022-04-03,Rent,579.34
2019-01-14,Salaries & Benefits,1487.65
2021-05-05,Salaries & Benefits,1840.76
2021-03-11,Rent,1719.40
2019-06-18,Salaries & Benefits,535.81
2022-06-14,Vehicle Lease,581.53
2021-08-19,Office Supplies,1622.57
2022-11-06,Salaries & Benefits,931.52
2019-11-17,Meals & Entertainment,1602.73
2019-04-10,Utilities,1902.92
2021-01-31,Rent,1864.36
2020-08-01,Vehicle Lease,556.90
2022-01-15,Meals & Entertainment,1676.86
2021-07-31,Meals & Entertainment,612.84
2022-10-10,Salaries & Benefits,1104.86
2019-02-27,Vehicle Lease,852.20
2019-03-23,Rent,445.39
2019-08-09,Office Supplies,1459.17
2020-05-31,Utilities,1081.96
2020-04-18,Vehicle Lease,1575.24
2019-11-07,Vehicle Lease,1950.35
2021-09-26,Utilities,1208.21
2021-11-14,Rent,103.14
2019-07-21,Office Supplies,425.21
2021-02-16,Salaries & Benefits,1621.31
2022-10-31,Meals & Entertainment,1335.00
2022-06-19,Office Supplies,694.37
2021-07-27,Vehicle Lease,1420.95
2019-09-24,Meals & Entertainment,1958.36
2020-04-08,Rent,590.28
2022-05-09,Fuel,640.55
2020-03-12,Meals & Entertainment,1572.82
2022-06-21,Fuel,1151.32
2022-11-11,Vehicle Lease,954.51
2021-12-19,Salaries & Benefits,1305.09
2022-09-03,Vehicle Lease,1079.58
2019-01-20,Office Supplies,1872.80
2021-01-06,Fuel,1139.47
2020-03-01,Utilities,753.95
2019-01-13,Meals & Entertainment,1058.86
2021-10-19,Rent,1084.67
2020-04-08,Salaries & Benefits,1314.85
2020-01-10,Meals & Entertainment,1641.62
2021-11-21,Rent,171.81
2020-11-30,Office Supplies,1732.53
2020-08-11,Office Supplies,1230.99
2020-08-04,Meals & Entertainment,167.23
2019-09-05,Rent,422.56
2022-04-10,Fuel,1475.86
2022-12-20,Vehicle Lease,309.85
2020-02-08,Rent,1766.33
2020-01-25,Utilities,341.30
2020-08-22,Vehicle Lease,138.16
2019-02-04,Rent,408.57
2020-06-21,Meals & Entertainment,658.66
2020-07-25,Utilities,781.98
2021-12-15,Rent,311.28
2021-12-10,Vehicle Lease,473.77
2019-06-24,Meals & Entertainment,439.75
2020-12-07,Vehicle Lease,1109.20
2022-03-24,Rent,459.82
2021-11-26,Rent,1513.44
2019-01-18,Rent,511.50
2022-09-24,Vehicle Lease,1241.25
2022-04-05,Vehicle Lease,930.78
2019-11-01,Fuel,488.10
2021-08-31,Salaries & Benefits,1648.15
2022-08-23,Fuel,1516.59
2020-12-06,Office Supplies,707.82
2020-07-14,Vehicle Lease,1772.95
2022-10-25,Rent,512.80
2021-06-24,Rent,1423.88
2020-10-18,Utilities,1780.73
2020-10-02,Fuel,267.70
2022-07-18,Rent,1648.46
2019-01-11,Utilities,841.32
2020-01-18,Fuel,921.95
2020-05-14,Salaries & Benefits,1238.78
2021-08-20,Utilities,1960.59
2021-07-01,Vehicle Lease,1310.29
2021-01-11,Vehicle Lease,663.78
2021-06-08,Salaries & Benefits,738.42
2020-07-20,Utilities,648.86
2022-08-11,Vehicle Lease,1169.84
2022-02-22,Fuel,201.80
2022-12-07,Vehicle Lease,1363.92
2022-08-09,Office Supplies,761.75
2019-07-30,Utilities,1414.63
2022-08-04,Vehicle Lease,1965.83
2021-02-27,Utilities,483.21
2021-06-30,Office Supplies,1233.52
2021-07-06,Fuel,612.94
2021-10-06,Rent,805.98
2019-07-23,Meals & Entertainment,242.24
2020-06-27,Fuel,1201.96
2020-03-17,Meals & Entertainment,1883.60
2022-11-26,Salaries & Benefits,1360.17
2019-12-09,Vehicle Lease,340.59
2021-05-28,Rent,1167.67
2019-03-26,Salaries & Benefits,871.07
2020-04-15,Salaries & Benefits,1796.73
2021-08-20,Salaries & Benefits,840.26
2019-02-17,Meals & Entertainment,1488.32
2021-05-13,Rent,306.23
2020-11-20,Office Supplies,855.53
2020-03-17,Meals & Entertainment,898.05
2021-06-17,Meals & Entertainment,939.64
2019-09-11,Salaries & Benefits,1956.87
2020-04-04,Salaries & Benefits,251.44
2022-01-05,Fuel,1864.46
2022-07-11,Utilities,1390.30
2020-12-24,Salaries & Benefits,1379.07
2022-06-05,Fuel,492.21
2020-08-05,Rent,1021.87
2019-09-27,Utilities,1513.46
2021-02-19,Rent,1232.43
2020-02-12,Meals & Entertainment,1096.87
2019-05-12,Vehicle Lease,1877.25
2019-06-11,Utilities,1455.85
2022-05-24,Meals & Entertainment,154.69
2022-07-16,Vehicle Lease,1509.11
2022-06-30,Office Supplies,1500.76
2019-10-13,Fuel,1454.09
2022-06-09,Meals & Entertainment,1205.52
2019-12-21,Meals & Entertainment,1307.74
2021-11-27,Office Supplies,1879.79
2022-07-13,Utilities,1140.90
2021-01-06,Meals & Entertainment,796.23
2022-01-21,Utilities,1982.17
2020-01-15,Utilities,1301.73
2020-03-14,Rent,1236.68
2022-07-26,Meals & Entertainment,1108.18
2020-08-16,Office Supplies,101.42
2019-07-12,Vehicle Lease,806.97
2020-02-24,Salaries & Benefits,1638.68
2021-05-01,Utilities,1282.48
2022-02-28,Salaries & Benefits,269.70
2022-02-03,Fuel,1892.67
2020-06-08,Fuel,940.05
2022-10-03,Office Supplies,1653.37
2022-05-10,Rent,923.49
2022-05-12,Vehicle Lease,1776.28
2022-11-09,Fuel,1372.19
2022-10-26,Vehicle Lease,637.64
2021-10-11,Salaries & Benefits,423.93
2019-09-12,Utilities,1702.10
2019-09-25,Fuel,1847.83
2019-01-02,Meals & Entertainment,1671.93
2022-07-22,Utilities,1591.43
2020-07-17,Office Supplies,1618.77
2021-02-20,Salaries & Benefits,290.75
2022-10-23,Office Supplies,1321.72
2022-12-05,Fuel,1873.88
2019-01-27,Vehicle Lease,1162.69
2019-05-27,Salaries & Benefits,229.92
2021-01-19,Rent,1325.83
2019-10-01,Rent,1031.59
2021-05-31,Utilities,738.63
2019-08-12,Salaries & Benefits,583.02
2022-03-24,Utilities,101.87
2019-11-21,Salaries & Benefits,1420.44
2022-02-25,Vehicle Lease,658.28
2021-12-24,Meals & Entertainment,774.79
2021-06-30,Vehicle Lease,228.69
2019-03-30,Rent,1112.34
2019-07-12,Fuel,587.22
2022-02-17,Fuel,1461.97
2020-12-05,Fuel,1468.41
2020-04-23,Fuel,778.69
2019-06-22,Salaries & Benefits,1708.99
2022-03-01,Office Supplies,635.26
2021-09-12,Fuel,1107.66
2022-12-02,Rent,746.26
2020-10-16,Utilities,1455.26
2020-05-13,Rent,1383.83
2020-02-09,Utilities,1120.84
2021-07-01,Meals & Entertainment,201.52
2021-03-19,Salaries & Benefits,923.68
2021-07-06,Fuel,1821.64
2019-07-05,Meals & Entertainment,1184.52
2021-02-11,Fuel,1766.83
2022-11-16,Utilities,1656.73
2022-09-23,Utilities,796.52
2022-04-19,Meals & Entertainment,456.18
2020-10-22,Utilities,861.46
2021-03-09,Vehicle Lease,1165.97
2022-12-14,Meals & Entertainment,1265.68
2019-08-19,Vehicle Lease,859.35
2020-07-30,Meals & Entertainment,1546.29
2022-02-04,Fuel,298.12
2019-07-12,Fuel,936.39
2021-12-23,Meals & Entertainment,306.54
2019-06-11,Salaries & Benefits,307.03
2021-09-06,Fuel,887.18
2019-07-17,Meals & Entertainment,1498.97
2020-05-27,Salaries & Benefits,1481.20
2022-10-09,Salaries & Benefits,479.20
2021-03-12,Meals & Entertainment,1762.37
2019-09-18,Utilities,987.98
2019-04-22,Vehicle Lease,1905.51
2022-06-02,Office Supplies,291.75
2020-11-23,Fuel,1366.94
2019-02-21,Fuel,413.17
2019-02-16,Fuel,125.17
2022-09-02,Rent,697.07
2021-06-23,Meals & Entertainment,1469.90
2019-10-05,Fuel,1445.44
2022-03-31,Salaries & Benefits,1878.70
2022-02-25,Meals & Entertainment,1369.59
2022-02-22,Fuel,1936.99
2020-08-28,Meals & Entertainment,834.59
2022-05-04,Vehicle Lease,743.31
2019-02-17,Rent,428.65
2022-12-31,Rent,1469.20
2021-02-20,Rent,1613.89
2020-05-13,Utilities,1881.56
2021-12-25,Utilities,1795.72
2021-07-11,Vehicle Lease,371.61
2020-09-02,Office Supplies,950.80
2022-12-19,Fuel,480.57
2020-05-06,Office Supplies,549.75
2021-09-23,Utilities,1119.68
2020-04-16,Salaries & Benefits,1215.38
2022-01-09,Fuel,1864.57
2020-10-24,Fuel,1778.16
2019-04-28,Salaries & Benefits,1378.19
2020-02-11,Rent,322.56
2019-03-14,Rent,1084.82
2022-07-17,Utilities,1417.81
2019-01-30,Fuel,191.65
2020-07-19,Meals & Entertainment,878.44
2019-02-28,Salaries & Benefits,670.66
2021-11-11,Rent,1153.38
2022-10-31,Meals & Entertainment,1760.96
2020-01-22,Salaries & Benefits,433.16
2021-02-25,Office Supplies,1612.56
2021-04-14,Meals & Entertainment,740.74
2020-11-04,Office Supplies,1935.63
2019-02-11,Vehicle Lease,1437.66
2019-02-06,Rent,1826.90
2021-04-18,Utilities,1934.21
2022-10-19,Rent,1325.69
2019-10-21,Vehicle Lease,1547.52
2019-04-09,Salaries & Benefits,741.97
2022-12-25,Office Supplies,546.43
2021-12-28,Salaries & Benefits,1789.49
2020-12-28,Vehicle Lease,1280.04
2022-12-16,Meals & Entertainment,1902.14
2019-08-01,Meals & Entertainment,1412.86
2020-02-23,Rent,674.04
2021-09-12,Rent,1531.57
2022-11-25,Vehicle Lease,1411.73
2019-05-07,Meals & Entertainment,806.12
2020-03-14,Vehicle Lease,540.71
2021-10-22,Office Supplies,688.65
2021-01-19,Rent,1311.87
2019-04-26,Fuel,1166.03
2019-04-20,Salaries & Benefits,1081.42
2019-05-01,Office Supplies,1978.15
2019-05-20,Salaries & Benefits,424.85
2022-03-20,Meals & Entertainment,914.73
2021-04-13,Utilities,282.53
2020-08-04,Vehicle Lease,709.43
2021-07-26,Vehicle Lease,485.48
2020-06-14,Salaries & Benefits,1263.25
2019-10-20,Rent,538.63
2021-06-20,Salaries & Benefits,326.37
2019-10-08,Meals & Entertainment,1598.42
2019-06-26,Vehicle Lease,1117.56
2022-07-22,Office Supplies,1169.07
2019-10-06,Fuel,1097.53
2022-08-10,Vehicle Lease,638.57
2021-12-03,Fuel,1650.33
2019-02-24,Utilities,1005.54
2019-04-01,Vehicle Lease,1588.32
2019-11-15,Rent,1463.84
2019-09-18,Meals & Entertainment,707.97
2022-10-18,Office Supplies,1602.83
2021-12-22,Salaries & Benefits,981.38
2019-08-06,Utilities,655.74
2022-09-24,Fuel,249.71
2021-03-04,Salaries & Benefits,1945.52
2022-02-05,Rent,1326.97
2021-09-17,Rent,132.91
2020-07-17,Office Supplies,181.30
2020-11-03,Salaries & Benefits,890.13
2022-06-17,Office Supplies,266.77
2022-04-05,Vehicle Lease,591.63
2019-10-25,Meals & Entertainment,312.90
2020-11-18,Rent,508.39
2020-04-13,Vehicle Lease,490.19
2021-08-05,Vehicle Lease,1495.87
2022-06-14,Vehicle Lease,269.36
2021-10-01,Salaries & Benefits,1816.76
2022-10-11,Utilities,1368.62
2022-04-22,Salaries & Benefits,1695.27
2019-12-15,Vehicle Lease,1499.75
2022-07-06,Vehicle Lease,1425.78
2021-09-27,Vehicle Lease,455.35
2019-05-09,Office Supplies,362.66
2022-10-31,Utilities,197.80
2019-05-09,Office Supplies,1797.74
2019-02-12,Utilities,1389.82
2022-04-05,Rent,1297.89
2019-09-22,Meals & Entertainment,1590.97
2021-05-25,Utilities,1780.61
2021-09-11,Rent,847.30
2022-10-05,Office Supplies,1722.37
2020-07-10,Vehicle Lease,1865.39
2020-05-30,Meals & Entertainment,794.46
2022-11-17,Office Supplies,1798.21
2019-05-11,Salaries & Benefits,722.52
2022-07-12,Rent,1672.44
2021-04-26,Vehicle Lease,201.48
2019-04-18,Meals & Entertainment,897.54
2020-05-15,Fuel,1220.43
2021-06-26,Utilities,356.20
2020-12-28,Utilities,1862.57
2021-10-14,Utilities,675.72
2021-10-22,Salaries & Benefits,321.77
2020-05-08,Salaries & Benefits,1608.21
2022-08-16,Utilities,1424.06
2022-10-12,Fuel,1101.51
2019-06-30,Salaries & Benefits,1733.31
2020-04-07,Meals & Entertainment,1724.28
2019-11-15,Fuel,1971.09
2019-05-01,Fuel,922.22
2019-02-21,Salaries & Benefits,879.67
2021-09-15,Office Supplies,1109.68
2021-06-25,Salaries & Benefits,424.74
2022-08-18,Rent,1614.76
2020-01-12,Fuel,1051.42
2020-04-13,Vehicle Lease,240.38
2022-08-27,Utilities,1041.91
2022-01-06,Office Supplies,1653.94
2020-03-09,Meals & Entertainment,1424.44
2020-12-12,Fuel,1348.65
2020-12-05,Utilities,145.88
2022-05-26,Vehicle Lease,753.53
2020-08-19,Meals & Entertainment,364.80
2021-08-16,Utilities,433.11
2020-08-26,Meals & Entertainment,1833.34
2021-12-19,Vehicle Lease,586.00
2021-11-07,Rent,443.52
2021-01-29,Salaries & Benefits,316.29
2022-02-12,Utilities,613.06
2019-02-05,Fuel,724.05
2021-10-21,Utilities,704.52
2020-02-17,Fuel,1745.44
2020-04-23,Meals & Entertainment,1103.18
2020-01-05,Office Supplies,1127.52
2022-02-22,Utilities,1986.82
2021-07-06,Office Supplies,1617.39
2022-08-24,Office Supplies,1530.50
2021-10-27,Meals & Entertainment,1461.77
2020-01-27,Rent,1533.56
2019-08-18,Salaries & Benefits,1402.51
2019-09-06,Vehicle Lease,497.81
2019-05-13,Vehicle Lease,395.04
2019-05-30,Vehicle Lease,154.50
2022-10-25,Utilities,1794.04
2022-03-15,Vehicle Lease,414.08
2021-10-25,Meals & Entertainment,1894.20
2019-10-16,Rent,1770.21
2020-06-14,Rent,292.59
2019-10-02,Office Supplies,1106.82
2020-12-12,Fuel,1909.42
2019-01-09,Salaries & Benefits,1953.44
2020-12-26,Fuel,1573.83
2020-06-09,Utilities,1216.81
2021-01-15,Utilities,163.48
2022-12-19,Vehicle Lease,1057.47
2020-08-09,Salaries & Benefits,729.77
2020-01-14,Rent,1253.78
2020-07-09,Salaries & Benefits,1105.23
2020-06-13,Vehicle Lease,1149.40
2022-12-11,Meals & Entertainment,959.20
2020-02-07,Salaries & Benefits,857.91
2020-03-19,Salaries & Benefits,1861.07
2021-08-15,Meals & Entertainment,446.54
2019-10-11,Rent,1230.29
2020-09-21,Salaries & Benefits,1605.68
2020-02-24,Vehicle Lease,982.37
2019-09-08,Vehicle Lease,389.61
2022-08-16,Utilities,1256.37
2021-12-18,Office Supplies,1333.21
2022-08-08,Salaries & Benefits,1002.07
2021-06-01,Utilities,399.61
2022-02-01,Vehicle Lease,1143.07
2019-09-02,Utilities,366.93
2019-06-09,Office Supplies,1191.38
2022-06-25,Fuel,593.49
2022-10-18,Salaries & Benefits,1648.32
2022-02-05,Office Supplies,161.04
2020-03-26,Fuel,248.05
2022-11-02,Salaries & Benefits,691.19
2022-06-16,Vehicle Lease,1248.58
2021-11-22,Meals & Entertainment,170.60
2019-05-29,Utilities,536.22
2022-11-02,Fuel,1791.82
2019-03-19,Rent,651.22
2019-03-12,Fuel,1705.35
2022-12-18,Utilities,618.88
2022-08-06,Salaries & Benefits,938.62
2021-04-11,Office Supplies,1928.25
2019-09-06,Fuel,972.03
2021-05-02,Utilities,1570.84
2020-09-06,Rent,1855.60
2022-07-20,Meals & Entertainment,1819.15
2019-01-30,Meals & Entertainment,1024.04
2020-04-17,Vehicle Lease,1660.16
2020-01-10,Meals & Entertainment,1184.28
2021-08-15,Rent,1801.22
2019-12-07,Utilities,1578.14
2022-08-04,Meals & Entertainment,565.38
2022-04-01,Vehicle Lease,795.59
2019-01-26,Fuel,353.04
2019-11-03,Meals & Entertainment,471.89
2021-04-10,Meals & Entertainment,877.53
2021-12-24,Vehicle Lease,777.59
2021-06-06,Rent,444.81
2020-05-08,Fuel,1796.12
2019-04-06,Rent,706.40
2021-08-31,Salaries & Benefits,1385.44
2022-03-05,Office Supplies,1997.82
2022-06-27,Fuel,1383.91
2020-06-23,Salaries & Benefits,501.28
2019-08-16,Vehicle Lease,1623.98
2021-04-26,Meals & Entertainment,333.92
2021-03-23,Fuel,370.06
2019-10-29,Fuel,1876.50
2021-01-27,Meals & Entertainment,341.22
2020-11-26,Utilities,923.72
2021-01-09,Utilities,1878.76
2019-12-14,Fuel,569.80
2020-10-30,Vehicle Lease,577.64
2021-10-17,Office Supplies,859.11
2021-11-03,Salaries & Benefits,1026.33
2020-08-23,Salaries & Benefits,533.59
2020-12-30,Rent,1139.40
2021-03-04,Utilities,1000.70
2019-05-27,Salaries & Benefits,1530.41
2019-01-14,Vehicle Lease,611.45
2019-04-08,Vehicle Lease,190.00
2020-08-21,Fuel,1920.66
2019-02-06,Salaries & Benefits,293.01
2022-02-09,Salaries & Benefits,1082.09
2021-12-07,Meals & Entertainment,1203.77
2021-01-07,Vehicle Lease,1383.27
2020-09-01,Meals & Entertainment,1615.28
2021-09-10,Rent,178.73
2021-04-04,Meals & Entertainment,504.77
2021-02-07,Fuel,308.03
2020-01-24,Salaries & Benefits,337.56
2022-11-28,Fuel,774.48
2021-06-09,Office Supplies,159.58
2022-09-05,Meals & Entertainment,908.42
2020-07-10,Office Supplies,1018.28
2019-06-16,Office Supplies,1570.35
2022-02-11,Salaries & Benefits,836.11
2019-09-30,Vehicle Lease,1417.45
2019-08-31,Fuel,1911.88
2019-04-12,Vehicle Lease,429.30
